1,2
61,2
65,2
2217,2
141,2
159,2
157,2
194,2
349,2
243,2
281,2
304,2
309,2
485,2
325,2
410,2
457,2
486,2
492,2
547,2
554,2
613,2
672,2
697,2
725,2
768,2
814,2
842,2
854,2
867,2
3229,2
908,2
953,2
1792,2
990,2
1028,2
1082,2
1984,2
1139,2
1116,2
1134,2
1150,2
1234,2
1253,2
1262,2
1342,2
1305,2
1381,2
1386,2
1401,2
1404,2
1420,2
1432,2
1436,2
1464,2
1468,2
3126,2
744,2
1526,2
1536,2
1552,2
1571,2
1637,2
1677,2
1711,2
1731,2
1751,2
1787,2
1808,2
1931,2
1938,2
1948,2
1949,2
1944,2
1983,2
1994,2
2001,2
2073,2
2093,2
2095,2
3341,2
2175,2
2194,2
2414,2
2231,2
2234,2
2713,2
2354,2
2373,2
1754,2
2462,2
2563,2
2569,2
2649,2
2652,2
473,2
2811,2
2781,2
2788,2
2794,2
2898,2
2913,2
2926,2
2952,2
2976,2
3001,2
3033,2
3027,2
3064,2
3111,2
3143,2
3144,2
3151,2
3230,2
3256,2
3282,2
3324,2
296,2
306,2
942,2
2556,2
1685,2
922,2
338,2
3127,2
3114,2
2422,2
1477,2
1597,2
2468,2
1590,2
2552,2
2323,2
368,2
2099,2
2856,2
2721,2
2745,2
2100,2
1676,2
3326,2
2581,2
2052,2
3177,2
2604,2
1739,2
1713,2
2839,2
1876,2
1925,2
2431,2
461,2
1,5
62,5
72,5
1542,5
137,5
171,5
183,5
194,5
349,5
200,5
205,5
207,5
1019,5
1020,5
267,5
298,5
485,5
327,5
555,5
361,5
364,5
2719,5
397,5
808,5
420,5
445,5
450,5
2644,5
486,5
491,5
533,5
547,5
548,5
549,5
550,5
567,5
602,5
603,5
605,5
606,5
608,5
630,5
656,5
1759,5
676,5
693,5
1764,5
482,5
725,5
765,5
766,5
771,5
776,5
767,5
791,5
50,5
850,5
855,5
857,5
867,5
901,5
906,5
908,5
910,5
933,5
949,5
953,5
954,5
956,5
960,5
968,5
902,5
1045,5
1055,5
1056,5
1057,5
1062,5
1094,5
1083,5
1084,5
1085,5
1139,5
1145,5
1149,5
1169,5
1173,5
1153,5
1223,5
1224,5
1226,5
1250,5
1254,5
1255,5
2140,5
1344,5
1368,5
1305,5
1404,5
1411,5
1420,5
1429,5
481,5
1464,5
1469,5
1483,5
1452,5
1509,5
1552,5
1553,5
1554,5
1637,5
1675,5
1770,5
1786,5
1811,5
1942,5
1943,5
1958,5
1959,5
1983,5
2001,5
2077,5
2093,5
2096,5
2097,5
2107,5
2177,5
2797,5
2393,5
2414,5
2231,5
2278,5
2708,5
2301,5
2364,5
2376,5
2386,5
1762,5
1765,5
1755,5
1398,5
2452,5
2460,5
2467,5
2512,5
2516,5
2519,5
2527,5
2586,5
2607,5
470,5
2696,5
2735,5
2737,5
2827,5
2866,5
2906,5
2911,5
